employee_seniority_years,is_contractor,employee_classification,has_foreign_citizenship,has_criminal_record,has_medical_history,total_printed_pages,num_printed_pages_off_hours,total_files_burned,burned_from_other,is_abroad,trip_day_number,hostility_country_level,num_entries,num_unique_campus,late_exit_flag,entry_during_weekend,Actual,Predicted,Risk_Level
4,0,3,0,0,0,0,0,78,0,0,0.0,0,1,1,0,0,1,1,High
6,0,3,1,0,0,0,0,0,0,0,0.0,0,1,1,0,0,1,1,High
9,0,3,0,0,0,10,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
11,0,2,1,0,0,0,0,14,0,0,0.0,0,1,1,0,0,0,0,Low
3,0,2,1,0,0,61,0,0,0,0,0.0,0,2,1,0,1,1,1,High
25,0,2,1,0,0,0,0,10,0,1,3.0,0,0,0,0,0,0,0,Low
1,0,3,0,0,0,0,0,86,0,0,0.0,0,1,1,0,0,1,1,High
8,0,3,0,0,0,0,0,91,0,0,0.0,0,1,1,0,0,1,1,High
15,0,3,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1,1,High
23,0,1,0,0,0,0,0,0,0,0,0.0,0,4,3,0,0,1,1,High
2,0,2,1,0,0,191,0,3,0,0,0.0,0,4,1,0,0,1,1,High
1,0,2,0,0,0,0,0,36,0,0,0.0,0,0,0,0,0,0,0,Low
24,0,1,0,0,1,9,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
26,0,3,0,0,0,64,22,76,0,0,0.0,0,1,1,0,0,1,1,High
24,0,1,0,0,1,318,0,0,0,0,0.0,0,0,0,0,0,1,1,High
15,0,2,0,0,0,24,0,2,0,0,0.0,0,0,0,0,0,0,0,Low
6,0,2,0,0,0,84,45,0,0,0,0.0,0,1,1,0,0,1,1,High
25,0,1,0,0,0,0,0,6,0,0,0.0,0,1,1,0,0,1,1,High
5,0,2,0,1,0,173,0,0,0,0,0.0,0,0,0,0,0,1,1,High
13,0,3,0,0,1,47,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
23,0,1,0,0,0,38,0,0,0,0,0.0,0,2,1,0,0,1,1,High
1,0,3,0,0,0,0,0,4,0,0,0.0,0,1,1,0,1,1,1,High
6,0,2,0,0,0,14,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
13,0,1,0,0,0,137,0,0,0,0,0.0,0,0,0,0,0,1,1,High
15,0,2,0,0,0,0,0,73,0,0,0.0,0,2,1,0,0,1,1,High
7,0,1,0,0,0,56,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
10,0,2,0,1,1,0,0,2,0,0,0.0,0,0,0,0,0,0,0,Low
0,1,3,0,0,0,5,1,0,0,0,0.0,0,1,1,0,0,0,0,Low
25,0,1,0,0,0,0,0,141,0,0,0.0,0,0,0,0,0,1,1,High
17,0,2,0,0,0,0,0,60,0,0,0.0,0,1,1,0,0,1,1,High
26,0,3,0,0,0,0,0,80,0,0,0.0,0,0,0,0,0,1,1,High
5,0,2,0,0,1,2,0,3,0,0,0.0,0,1,1,0,0,0,0,Low
24,0,1,0,0,0,0,0,0,0,0,0.0,0,1,2,0,0,1,1,High
4,0,4,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,1,1,High
5,0,1,0,0,0,13,3,0,0,0,0.0,0,0,0,0,0,0,0,Low
15,0,3,0,0,0,37,11,87,1,0,0.0,0,1,1,0,0,1,1,High
6,0,2,0,0,0,20,10,143,0,0,0.0,0,0,0,0,0,1,1,High
11,0,3,1,0,1,0,0,9,0,0,0.0,0,1,1,0,0,0,0,Low
4,0,2,0,0,0,98,0,0,0,0,0.0,0,1,1,0,0,1,1,High
13,0,2,0,0,0,0,0,76,0,0,0.0,0,2,1,0,0,1,1,High
9,0,2,1,0,0,7,3,0,0,0,0.0,0,4,1,0,0,1,1,High
21,0,4,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,1,1,High
25,0,3,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
16,0,2,1,0,0,0,0,79,0,0,0.0,0,1,1,0,0,1,1,High
14,0,1,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
29,0,1,0,0,0,0,0,51,0,0,0.0,0,2,1,0,0,0,0,Low
3,0,1,0,0,0,0,0,2,0,0,0.0,0,1,1,0,0,0,0,Low
15,1,4,0,0,0,0,0,3,0,0,0.0,0,1,1,0,0,0,0,Low
9,1,3,0,0,0,23,14,0,0,0,0.0,0,0,0,0,0,1,1,High
19,1,2,1,0,0,0,0,6,0,0,0.0,0,1,1,0,0,1,1,High
4,0,1,0,0,0,10,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
10,0,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,1,1,High
19,0,1,0,0,0,0,0,0,0,1,4.0,2,0,0,0,0,1,1,High
13,0,3,0,0,0,0,0,66,0,0,0.0,0,0,0,0,0,1,1,High
6,0,2,0,0,0,70,0,0,0,0,0.0,0,0,0,0,0,1,1,High
7,0,1,0,0,0,71,0,25,0,0,0.0,0,1,1,0,0,0,0,Low
14,0,2,0,0,1,0,0,142,0,0,0.0,0,1,1,0,0,1,1,High
24,1,3,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
8,0,1,0,0,1,22,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
1,0,2,0,0,0,7,2,33,0,0,0.0,0,2,1,0,0,0,0,Low
22,0,2,0,0,0,0,0,28,0,0,0.0,0,1,1,0,0,0,0,Low
2,0,2,0,0,0,0,0,0,0,1,5.0,0,0,0,0,0,0,0,Low
23,0,1,0,0,0,55,0,83,0,0,0.0,0,1,1,0,0,1,1,High
2,0,1,1,0,1,14,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
23,0,1,0,0,1,64,20,0,0,0,0.0,0,2,3,0,0,1,1,High
16,1,1,0,0,0,21,0,0,0,0,0.0,0,0,0,0,0,1,1,High
24,0,2,1,0,0,11,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
26,0,2,0,0,0,0,0,3,0,0,0.0,0,2,1,0,0,1,1,High
24,0,1,0,0,0,0,0,0,0,1,8.0,0,0,0,0,0,1,1,High
22,0,2,1,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,Medium
24,0,1,0,0,0,29,17,0,0,0,0.0,0,1,1,0,0,1,1,High
12,0,3,0,0,0,13,2,0,0,0,0.0,0,1,1,0,0,0,0,Low
19,0,2,0,0,0,12,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
15,0,3,0,0,0,0,0,69,1,0,0.0,0,0,0,0,0,1,1,High
13,0,3,0,0,0,0,0,77,1,0,0.0,0,1,1,0,0,1,1,High
19,0,1,1,0,0,9,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
25,0,2,0,0,0,25,0,0,0,0,0.0,0,1,1,0,0,1,1,High
15,0,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,1,High
8,0,2,0,0,0,16,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
20,0,2,0,0,1,41,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
15,0,2,0,0,0,20,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
2,0,2,1,0,0,236,0,0,0,0,0.0,0,1,1,0,0,1,1,High
7,0,3,1,0,0,6,3,85,0,0,0.0,0,1,2,0,0,1,1,High
11,1,2,0,0,0,7,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
22,0,1,0,0,0,36,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
23,0,1,0,0,0,30,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
5,0,1,0,0,0,38,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
6,0,1,0,0,1,82,0,0,0,0,0.0,0,1,3,0,1,1,1,High
1,0,2,0,0,0,0,0,0,0,0,0.0,0,1,2,0,0,1,1,High
2,0,2,1,0,0,0,0,9,0,0,0.0,0,1,1,0,0,1,1,High
15,0,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,1,High
26,0,2,0,0,0,0,0,103,1,0,0.0,0,2,1,0,0,1,1,High
9,0,1,0,1,0,47,8,0,0,0,0.0,0,0,0,0,0,0,0,Low
2,0,4,0,0,0,27,0,0,0,0,0.0,0,1,1,0,0,1,1,High
1,1,2,1,0,0,57,0,120,0,0,0.0,0,0,0,0,0,1,1,High
20,0,3,0,0,1,32,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
2,0,2,0,0,0,0,0,36,0,0,0.0,0,1,1,0,0,0,0,Low
15,1,2,0,0,0,13,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
26,0,3,0,0,0,1,0,73,1,0,0.0,0,1,1,0,0,1,1,High
14,0,2,0,0,0,0,0,132,0,0,0.0,0,0,0,0,0,1,1,High
10,0,1,0,0,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
4,0,4,0,0,0,186,0,0,0,0,0.0,0,0,0,0,0,1,1,High
19,1,2,1,0,0,54,36,0,0,0,0.0,0,2,1,0,0,1,1,High
10,0,1,0,0,0,0,0,0,0,1,9.0,0,0,0,0,0,0,0,Low
26,0,2,0,0,1,0,0,8,0,0,0.0,0,1,3,0,0,1,1,High
23,0,1,0,0,0,0,0,0,0,1,4.0,0,1,3,0,1,1,1,High
19,1,2,1,0,0,0,0,5,0,0,0.0,0,3,1,0,0,1,1,High
13,0,3,0,0,0,0,0,59,0,0,0.0,0,1,1,0,0,1,1,High
4,0,2,0,0,0,15,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
12,0,3,1,0,0,25,0,0,0,0,0.0,0,1,1,0,0,1,1,High
15,0,3,0,0,0,0,0,0,0,1,6.0,2,0,0,0,0,1,1,High
16,1,1,0,0,0,16,0,0,0,0,0.0,0,1,1,0,1,1,1,High
2,1,2,1,1,0,0,0,32,0,0,0.0,0,0,0,0,0,0,0,Low
6,0,1,0,0,0,11,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
25,0,1,0,0,0,0,0,83,0,0,0.0,0,1,1,0,0,1,1,High
5,0,2,0,1,0,72,0,4,0,0,0.0,0,0,0,0,0,1,1,High
2,0,2,0,0,1,0,0,98,0,0,0.0,0,1,1,0,1,1,1,High
1,0,1,0,0,0,39,15,0,0,0,0.0,0,1,1,0,0,0,0,Low
24,0,1,0,0,1,48,0,0,0,0,0.0,0,1,1,0,1,1,1,High
13,0,2,0,0,0,6,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
0,0,2,0,0,0,6,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
0,0,2,0,0,0,0,0,124,0,0,0.0,0,1,1,0,0,1,1,High
26,0,3,0,0,0,10,6,0,0,0,0.0,0,1,1,0,0,1,1,High
18,1,2,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
26,0,2,0,0,0,37,12,0,0,0,0.0,0,1,1,0,0,1,1,High
25,0,2,0,0,0,0,0,106,0,0,0.0,0,1,1,0,0,1,1,High
8,1,2,0,0,0,198,0,0,0,0,0.0,0,1,1,0,0,1,1,High
17,1,1,0,0,0,0,0,7,0,0,0.0,0,0,0,0,0,0,0,Low
12,0,2,0,0,1,0,0,6,0,0,0.0,0,1,1,0,0,0,0,Low
15,0,2,1,0,0,0,0,65,0,0,0.0,0,1,1,0,0,1,1,High
21,0,1,0,0,0,1,0,5,0,0,0.0,0,1,1,0,0,1,1,High
18,0,1,0,0,0,65,0,0,0,0,0.0,0,0,0,0,0,1,1,High
11,0,1,0,0,0,59,0,0,0,0,0.0,0,1,1,0,0,1,1,High
9,1,3,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,1,1,High
23,0,3,1,0,0,1,0,43,0,0,0.0,0,1,1,0,0,0,0,Low
19,0,1,0,0,0,644,0,0,0,0,0.0,0,1,1,0,0,1,1,High
0,0,2,0,0,1,17,4,0,0,0,0.0,0,1,1,0,0,0,0,Low
13,0,3,0,0,0,4,1,0,0,0,0.0,0,0,0,0,0,1,1,High
16,0,2,1,0,0,8,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
9,0,4,0,0,0,0,0,17,0,0,0.0,0,0,0,0,0,0,0,Low
4,0,1,0,0,0,0,0,122,0,0,0.0,0,1,1,0,0,1,1,High
10,0,2,0,1,0,17,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
17,0,2,0,0,0,39,15,0,0,0,0.0,0,0,0,0,0,0,0,Medium
11,0,2,0,0,0,5,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
23,0,2,0,0,0,0,0,8,0,0,0.0,0,1,1,0,0,0,0,Low
0,1,2,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
9,0,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,Medium
8,0,2,0,0,0,7,1,0,0,0,0.0,0,0,0,0,0,0,0,Low
23,0,2,1,0,1,0,0,65,0,0,0.0,0,2,1,0,0,1,1,High
7,0,3,1,0,0,32,0,84,0,0,0.0,0,2,2,0,0,1,1,High
14,0,2,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,1,Medium
21,0,2,1,0,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
25,1,1,0,0,0,28,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
26,0,2,0,0,0,0,0,3,0,0,0.0,0,2,1,0,0,1,1,High
4,0,3,0,0,0,3,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
17,0,2,0,0,0,0,0,72,0,0,0.0,0,1,1,0,0,1,1,High
31,0,3,1,0,0,0,0,0,0,0,0.0,0,1,3,0,1,1,1,High
9,0,2,1,0,0,0,0,73,0,0,0.0,0,1,1,0,0,1,1,High
15,0,2,1,0,1,0,0,0,0,1,1.0,0,0,0,0,0,1,1,High
16,0,3,0,0,1,0,0,97,0,0,0.0,0,0,0,0,0,1,1,High
13,0,2,0,0,0,0,0,71,1,0,0.0,0,1,1,0,0,1,1,High
13,0,3,0,0,0,0,0,73,0,0,0.0,0,0,0,0,0,1,1,High
1,0,3,0,0,0,0,0,87,0,0,0.0,0,1,1,0,0,1,1,High
13,0,1,0,0,0,332,0,0,0,0,0.0,0,1,1,0,1,1,1,High
17,0,2,0,0,1,4,0,39,0,0,0.0,0,1,1,0,0,0,0,Low
10,0,2,0,0,0,19,0,39,0,0,0.0,0,0,0,0,0,0,0,Low
14,0,2,0,0,0,0,0,90,0,0,0.0,0,1,1,0,0,1,1,High
27,1,2,0,0,0,22,11,0,0,0,0.0,0,1,1,0,0,1,1,High
10,0,2,0,0,0,0,0,32,0,0,0.0,0,0,0,0,0,0,0,Low
10,0,2,0,0,0,88,0,126,0,0,0.0,0,1,1,0,0,1,1,High
25,0,3,0,0,0,4,1,0,0,0,0.0,0,0,0,0,0,0,0,Low
22,0,3,0,0,0,0,0,136,0,0,0.0,0,1,1,0,1,1,1,High
5,0,2,0,0,0,0,0,24,0,0,0.0,0,1,1,0,0,0,0,Low
15,0,2,1,0,1,14,0,0,0,1,5.0,0,0,0,0,0,1,1,High
5,0,2,0,0,0,8,2,0,0,0,0.0,0,0,0,0,0,0,0,Low
22,0,3,0,0,0,0,0,0,0,1,5.0,1,0,0,0,0,1,1,High
13,0,2,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,Low
13,0,1,1,0,0,19,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
11,0,3,1,0,1,48,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
11,1,3,1,0,0,23,0,35,0,0,0.0,0,1,1,0,0,0,0,Low
9,1,3,0,0,0,0,0,0,0,0,0.0,0,4,1,0,0,1,1,High
24,0,2,0,0,1,2,0,10,0,0,0.0,0,1,1,0,0,0,0,Low
3,0,2,0,0,1,89,0,120,1,0,0.0,0,1,2,0,1,1,1,High
16,0,2,0,0,0,25,17,79,1,0,0.0,0,1,1,0,1,1,1,High
18,0,2,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
0,0,2,0,0,0,0,0,138,0,0,0.0,0,2,1,0,0,1,1,High
2,0,2,0,0,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
14,0,2,0,0,1,33,22,9,0,0,0.0,0,2,1,0,0,1,1,High
26,0,2,0,0,1,38,22,0,0,0,0.0,0,0,0,0,0,1,1,High
10,0,2,0,0,0,35,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
24,0,1,0,0,0,11,7,0,0,0,0.0,0,0,0,0,0,1,1,High
25,0,2,0,0,0,5,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
19,1,2,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,Low
15,0,3,0,0,0,6,1,64,0,0,0.0,0,0,0,0,0,1,1,High
15,0,2,0,0,0,49,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
8,0,2,0,1,0,48,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
13,0,2,0,0,0,5,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
2,0,2,0,0,1,0,0,129,0,0,0.0,0,2,1,0,0,1,1,High
13,0,3,0,0,0,18,8,0,0,0,0.0,0,0,0,0,0,1,1,High
8,0,1,0,0,0,16,3,0,0,0,0.0,0,2,1,0,0,0,0,Low
20,0,2,0,0,0,9,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
24,0,1,0,0,0,525,0,0,0,0,0.0,0,0,0,0,0,1,1,High
2,1,1,0,0,1,22,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
10,0,2,0,0,0,0,0,68,1,0,0.0,0,2,1,0,0,1,1,High
23,0,1,0,0,0,0,0,125,0,0,0.0,0,0,0,0,0,1,1,High
16,0,2,0,0,0,11,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
10,0,2,0,0,1,0,0,7,0,0,0.0,0,1,3,0,0,0,1,High
2,0,2,1,0,0,59,0,0,0,0,0.0,0,0,0,0,0,1,1,High
7,0,4,0,0,0,5,0,4,0,0,0.0,0,1,1,0,0,0,0,Low
23,0,1,0,0,0,0,0,143,0,1,10.0,0,2,1,0,0,1,1,High
8,1,2,0,0,0,89,0,0,0,0,0.0,0,2,1,0,0,1,1,High
4,0,1,0,0,0,38,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
10,0,2,0,0,0,0,0,103,1,0,0.0,0,0,0,0,0,1,1,High
0,0,2,0,0,0,0,0,4,0,0,0.0,0,3,1,0,0,1,1,High
17,0,2,0,0,0,9,5,54,1,0,0.0,0,2,1,0,1,1,1,High
8,0,3,0,0,0,2,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
16,0,2,0,0,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
25,0,3,0,0,0,21,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
19,0,2,0,1,0,0,0,61,0,0,0.0,0,1,1,0,0,0,0,Low
10,0,2,0,0,0,0,0,10,0,0,0.0,0,2,3,0,0,1,1,High
12,0,1,0,0,0,2,0,3,0,0,0.0,0,1,1,0,0,0,0,Low
25,1,2,1,0,0,103,25,48,0,0,0.0,0,1,1,0,0,0,1,Medium
25,0,2,0,0,1,0,0,46,0,0,0.0,0,0,0,0,0,0,0,Low
18,0,2,0,0,0,15,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
26,0,2,0,0,0,0,0,86,0,0,0.0,0,0,0,0,0,1,1,High
17,0,2,1,0,0,5,1,0,0,0,0.0,0,0,0,0,0,0,0,Low
31,0,3,1,0,0,18,0,0,0,0,0.0,0,2,1,0,0,1,1,High
26,0,2,0,0,0,0,0,74,0,0,0.0,0,1,3,0,0,1,1,High
2,0,2,0,0,1,0,0,120,0,0,0.0,0,2,1,0,0,1,1,High
19,0,3,0,0,1,0,0,0,0,0,0.0,0,1,1,0,0,1,1,High
4,0,2,0,0,0,261,0,0,0,0,0.0,0,0,0,0,0,1,1,High
25,0,1,0,0,0,22,0,165,1,0,0.0,0,0,0,0,0,1,1,High
1,0,2,0,0,0,0,0,61,0,0,0.0,0,0,0,0,0,1,1,High
14,0,1,0,0,1,57,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
2,0,3,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
1,0,3,0,0,0,46,15,0,0,0,0.0,0,1,1,0,0,1,1,High
14,0,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,1,0,Medium
11,1,1,0,1,0,33,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
3,0,2,0,0,0,3,0,0,0,0,0.0,0,1,1,0,0,0,1,High
4,0,1,0,0,0,19,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
6,0,2,0,0,1,49,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
18,1,2,0,0,1,0,0,8,0,0,0.0,0,0,0,0,0,0,0,Low
15,0,3,0,0,0,0,0,82,0,0,0.0,0,1,1,0,0,1,1,High
7,0,1,1,0,0,46,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
15,0,3,0,0,0,26,14,97,1,0,0.0,0,3,1,0,0,1,1,High
21,0,1,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
1,0,2,0,0,0,11,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
18,1,1,0,0,1,6,1,0,0,0,0.0,0,2,1,0,0,0,0,Low
1,0,1,0,0,0,0,0,44,0,0,0.0,0,1,1,0,0,0,0,Low
25,0,2,0,0,1,0,0,0,0,1,2.0,3,0,0,0,0,0,0,Low
15,0,2,1,0,0,0,0,91,1,0,0.0,0,1,1,0,0,1,1,High
16,0,1,0,0,0,9,1,0,0,0,0.0,0,1,1,0,0,0,0,Low
16,1,1,0,0,0,147,0,0,0,0,0.0,0,1,1,0,0,0,1,High
18,1,1,1,0,0,36,0,21,0,0,0.0,0,2,1,0,0,1,1,High
6,0,2,0,0,0,0,0,75,0,0,0.0,0,3,1,0,0,1,1,High
8,0,1,0,0,0,24,5,0,0,0,0.0,0,1,1,0,0,0,0,Low
24,0,1,0,0,1,308,0,0,0,0,0.0,0,1,2,0,0,1,1,High
18,0,1,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,1,Medium
2,0,4,0,0,0,45,15,0,0,0,0.0,0,1,1,0,0,0,1,High
12,1,2,0,0,0,0,0,12,0,0,0.0,0,1,1,0,0,0,0,Low
13,0,1,0,0,0,107,33,0,0,0,0.0,0,3,1,0,0,1,1,High
9,0,3,0,0,0,4,0,10,0,0,0.0,0,1,1,0,0,0,0,Low
8,0,3,0,0,0,45,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
14,0,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,Medium
23,0,1,0,0,0,0,0,57,0,0,0.0,0,1,1,0,0,1,1,High
9,0,1,0,0,0,17,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
8,0,3,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,1,0,Medium
19,0,1,0,0,0,297,111,0,0,0,0.0,0,2,3,0,0,1,1,High
3,0,1,0,0,1,3,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
24,0,1,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
15,0,2,1,0,0,9,0,57,0,0,0.0,0,3,1,0,0,1,1,High
5,0,2,0,1,0,7,3,0,0,0,0.0,0,0,0,0,0,1,1,High
7,0,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
10,0,2,0,0,0,0,0,83,1,0,0.0,0,1,1,0,0,1,1,High
12,0,2,0,0,0,0,0,69,1,0,0.0,0,0,0,0,0,1,1,High
2,0,3,0,0,0,0,0,81,0,0,0.0,0,1,1,0,0,1,1,High
0,1,2,1,0,0,19,0,3,0,0,0.0,0,0,0,0,0,0,0,Low
21,0,3,0,0,0,36,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
6,1,2,1,0,0,12,0,7,0,0,0.0,0,2,1,0,0,0,0,Low
6,0,2,0,0,0,314,0,3,0,0,0.0,0,1,1,0,0,1,1,High
8,1,1,0,0,0,3,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
18,0,1,0,0,0,143,0,0,0,0,0.0,0,1,1,0,0,1,1,High
13,0,3,0,0,0,2,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
22,0,2,0,0,0,0,0,8,0,0,0.0,0,1,1,0,0,0,0,Low
19,0,1,0,0,0,0,0,49,0,0,0.0,0,1,1,0,1,1,1,High
3,0,2,0,0,0,19,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
19,0,2,0,0,1,0,0,0,0,0,0.0,0,2,2,0,1,1,1,High
4,0,2,0,0,0,11,1,0,0,0,0.0,0,0,0,0,0,0,0,Low
3,0,2,1,0,0,130,0,7,0,0,0.0,0,1,1,0,0,1,1,High
21,0,2,1,0,0,7,0,112,0,0,0.0,0,1,3,0,0,1,1,High
20,0,3,1,0,0,0,0,0,0,0,0.0,0,1,1,0,0,1,1,High
0,0,2,0,0,0,0,0,5,0,0,0.0,0,0,0,0,0,1,1,High
11,0,1,0,0,0,29,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
15,0,3,0,0,0,0,0,61,0,0,0.0,0,2,1,0,0,1,1,High
3,0,2,1,0,0,7,1,0,0,0,0.0,0,0,0,0,0,0,0,Low
14,0,2,0,0,1,0,0,98,0,0,0.0,0,1,1,0,1,1,1,High
16,0,2,0,0,0,31,0,68,0,0,0.0,0,0,0,0,0,1,1,High
25,0,2,0,0,0,0,0,70,0,0,0.0,0,1,2,0,0,1,1,High
3,0,2,0,0,1,0,0,94,1,0,0.0,0,0,0,0,0,1,1,High
16,0,2,0,0,0,0,0,93,0,0,0.0,0,1,1,0,1,1,1,High
2,0,4,0,0,0,0,0,23,0,0,0.0,0,3,1,0,0,1,1,High
18,0,1,0,0,0,8,0,0,0,0,0.0,0,4,2,0,0,1,1,High
13,0,1,0,0,0,405,234,0,0,0,0.0,0,1,1,0,0,1,1,High
11,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
7,0,3,1,0,0,9,4,61,0,0,0.0,0,1,1,0,0,1,1,High
22,0,2,0,0,0,5,0,10,0,0,0.0,0,0,0,0,0,0,0,Low
16,0,2,1,0,0,74,39,97,0,0,0.0,0,2,1,0,0,1,1,High
21,0,4,0,0,0,0,0,0,0,0,0.0,0,1,3,0,0,1,1,High
15,0,2,0,0,0,0,0,92,0,0,0.0,0,1,3,0,0,1,1,High
7,0,2,0,0,0,0,0,39,0,0,0.0,0,1,1,0,0,0,0,Low
13,0,2,0,0,0,16,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
21,0,4,0,0,0,0,0,5,0,0,0.0,0,1,1,0,0,1,1,High
31,0,3,1,0,0,0,0,68,0,0,0.0,0,2,1,0,0,1,1,High
16,0,3,0,0,1,0,0,0,0,0,0.0,0,2,1,0,0,1,1,High
2,0,2,0,0,1,0,0,0,0,0,0.0,0,4,3,0,0,0,1,Medium
2,0,3,0,0,0,0,0,86,0,0,0.0,0,0,0,0,0,1,1,High
23,0,1,0,0,0,40,12,111,0,0,0.0,0,1,1,0,0,1,1,High
9,0,2,0,0,0,3,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
7,1,2,0,0,0,50,0,0,0,0,0.0,0,3,1,0,0,1,1,High
16,0,1,0,0,0,49,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
19,0,2,0,0,1,0,0,84,1,1,5.0,0,0,0,0,0,1,1,High
9,1,3,0,0,0,0,0,81,0,0,0.0,0,1,1,0,1,1,1,High
23,0,2,1,0,1,0,0,107,0,0,0.0,0,1,1,0,0,1,1,High
25,0,1,0,0,0,25,0,83,0,0,0.0,0,1,1,0,1,1,1,High
12,0,1,0,0,1,1,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
7,0,2,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
